,Date,Hourly_Temp
196,2022-07-19,16.017416666666666
197,2022-07-20,23.413208333333333
198,2022-07-21,19.035166666666665
199,2022-07-22,22.501375
200,2022-07-23,18.445708333333332
201,2022-07-24,17.401458333333334
202,2022-07-25,22.724208333333333
203,2022-07-26,23.445541666666667
204,2022-07-27,20.691041666666667
205,2022-07-28,20.444958333333332
206,2022-07-29,26.897875
207,2022-07-30,24.448916666666666
208,2022-07-31,24.93841666666667
209,2022-08-01,19.555458333333334
210,2022-08-02,19.710833333333333
211,2022-08-03,20.358875
212,2022-08-04,20.911291666666667
213,2022-08-05,26.812541666666664
214,2022-08-06,21.45925
215,2022-08-07,23.486791666666665
216,2022-08-08,22.133375
217,2022-08-09,22.32304166666667
218,2022-08-10,23.8195
219,2022-08-11,22.489541666666668
220,2022-08-12,24.451458333333335
221,2022-08-13,23.334958333333333
222,2022-08-14,23.582916666666666
223,2022-08-15,22.772375
224,2022-08-16,23.401041666666668
225,2022-08-17,24.192166666666665
226,2022-08-18,24.62308333333333
227,2022-08-19,25.31958333333333
228,2022-08-20,23.989375
229,2022-08-21,21.225958333333335
230,2022-08-22,23.03154166666667
231,2022-08-23,24.9275
232,2022-08-24,25.235041666666664
233,2022-08-25,25.55570833333333
234,2022-08-26,26.531958333333336
235,2022-08-27,25.621208333333332
236,2022-08-28,26.511375
237,2022-08-29,26.738166666666668
238,2022-08-30,27.470708333333334
239,2022-08-31,27.078833333333336
240,2022-09-01,28.467166666666667
241,2022-09-02,23.946375
242,2022-09-03,26.5125
243,2022-09-04,26.850416666666664
244,2022-09-05,27.83666666666667
245,2022-09-06,27.727958333333333
246,2022-09-07,28.107333333333333
247,2022-09-08,26.378041666666665
248,2022-09-09,23.883375
249,2022-09-10,18.190833333333334
250,2022-09-11,14.529583333333333
251,2022-09-12,9.206666666666667
252,2022-09-13,8.857000000000001
253,2022-09-14,22.82529166666667
254,2022-09-15,22.349708333333336
255,2022-09-16,22.715458333333334
256,2022-09-17,22.287458333333333
257,2022-09-18,23.162583333333334
258,2022-09-19,24.03633333333333
259,2022-09-20,23.588791666666665
260,2022-09-21,23.097541666666668
261,2022-09-22,24.582291666666666
262,2022-09-23,25.328333333333333
263,2022-09-24,25.773208333333333
264,2022-09-25,25.16195833333333
265,2022-09-26,25.550833333333333
266,2022-09-27,26.001125000000002
267,2022-09-28,25.26375
268,2022-09-29,24.518583333333336
269,2022-09-30,22.604375
270,2022-10-01,18.832
271,2022-10-02,19.478041666666666
272,2022-10-03,26.811666666666667
273,2022-10-04,26.552125
274,2022-10-05,25.639750000000003
275,2022-10-06,25.817166666666665
276,2022-10-07,26.361583333333332
277,2022-10-08,26.623833333333334
278,2022-10-09,25.092708333333334
279,2022-10-10,23.414583333333336
280,2022-10-11,18.735875
281,2022-10-12,25.324416666666668
282,2022-10-13,25.877875
283,2022-10-14,25.390249999999998
284,2022-10-15,20.944166666666664
285,2022-10-16,24.321625
286,2022-10-17,24.996041666666667
287,2022-10-18,25.492416666666667
288,2022-10-19,26.609041666666666
289,2022-10-20,26.040208333333336
290,2022-10-21,21.556291666666667
291,2022-10-22,25.109041666666666
292,2022-10-23,24.367874999999998
293,2022-10-24,23.893625
